hcp,tier,region,specialty
23992,1,region_170,Internal medicine / pneumology
23994,1,region_23,Internal medicine / pneumology
23995,1,region_7,Internal medicine
24020,1,region_52,Internal medicine / pneumology
24029,1,region_131,Internal medicine / pneumology
24031,1,region_63,Internal medicine
24080,1,region_27,Internal medicine / pneumology
24091,1,region_34,Internal medicine / pneumology
24102,2,region_181,Internal medicine / pneumology
24106,1,region_35,Internal medicine / pneumology
24128,3,region_106,General practicioner
24144,2,region_44,Internal medicine
24154,2,region_52,General practicioner
24189,2,region_188,Internal medicine
24214,1,region_191,Internal medicine / pneumology
24222,2,region_110,General practicioner
24223,3,region_131,Internal medicine
24238,1,region_109,Internal medicine / pneumology
24259,2,region_138,Internal medicine / pneumology
24263,2,region_3,General practicioner
24283,1,region_151,Internal medicine / pneumology
24290,2,region_183,General practicioner
24297,1,region_167,Internal medicine / pneumology
24307,2,region_155,General practicioner
24308,2,region_53,General practicioner
24312,2,region_126,Internal medicine
24319,1,region_200,Internal medicine / pneumology
24322,1,region_21,Internal medicine / pneumology
24323,1,region_140,Internal medicine / pneumology
24331,2,region_68,General practicioner
24374,2,region_200,Internal medicine and general practicioner
24383,2,region_88,Internal medicine
24403,2,region_95,Internal medicine
24407,3,region_36,Internal medicine
24411,2,region_102,Internal medicine
24426,2,region_200,General practicioner
24440,2,region_182,General practicioner
24446,2,region_182,General practicioner
24475,2,region_42,General practicioner
24490,1,region_9,Internal medicine / pneumology
24496,1,region_175,Internal medicine / pneumology
24505,2,region_131,General practicioner
24509,2,region_49,Internal medicine
24538,2,region_140,Internal medicine
24548,1,region_106,Internal medicine / pneumology
24552,2,region_87,Internal medicine
24559,2,region_19,General practicioner
24560,2,region_183,General practicioner
24583,2,region_198,General practicioner
24606,1,region_39,Internal medicine / pneumology
24614,2,region_183,Internal medicine and general practicioner
24621,1,region_179,Internal medicine / pneumology
24627,3,region_131,Internal medicine
24632,1,region_131,Internal medicine / pneumology
24636,3,region_118,General practicioner
24640,2,region_110,Internal medicine
24658,1,region_83,Internal medicine / pneumology
24659,1,region_110,Internal medicine / pneumology
24666,1,region_90,Internal medicine / pneumology
24678,2,region_149,General practicioner
24680,2,region_54,Internal medicine
24697,2,region_1,Internal medicine
24727,1,region_102,Internal medicine / pneumology
24777,1,region_161,Internal medicine / pneumology
24779,2,region_69,Internal medicine
24796,1,region_167,Internal medicine / pneumology
24806,2,region_114,Internal medicine
24861,1,region_188,Internal medicine / pneumology
24865,1,region_116,Internal medicine / pneumology
24867,1,region_74,Internal medicine / pneumology
24888,1,region_18,Internal medicine / pneumology
24889,1,region_150,Internal medicine / pneumology
24941,1,region_82,Internal medicine / pneumology
24947,1,region_63,Internal medicine / pneumology
24967,2,region_62,Internal medicine / pneumology
24973,2,region_189,Internal medicine / pneumology
24981,1,region_71,Internal medicine
24986,1,region_63,Internal medicine / pneumology
24996,1,region_26,Internal medicine
25024,2,region_156,General practicioner
25030,2,region_97,General practicioner
25038,2,region_140,Internal medicine
25050,2,region_11,General practicioner
25083,2,region_45,General practicioner
25085,2,region_39,General practicioner
25110,1,region_97,Internal medicine / pneumology
25121,1,region_119,Internal medicine
25122,2,region_120,General practicioner
25131,1,region_165,Internal medicine / pneumology
25135,1,region_96,Internal medicine / pneumology
25153,1,region_109,Internal medicine / pneumology
25160,2,region_117,General practicioner
25168,2,region_11,General practicioner
25179,2,region_172,General practicioner
25200,3,region_195,General practicioner
25230,2,region_38,General practicioner
25240,2,region_155,Internal medicine
25248,2,region_154,Internal medicine / pneumology
25250,2,region_150,General practicioner
25254,1,region_29,Internal medicine / pneumology
25256,1,region_126,Internal medicine / pneumology
25267,2,region_68,General practicioner
25268,1,region_176,Internal medicine / pneumology
25273,2,region_1,General practicioner
25282,2,region_69,General practicioner
25284,2,region_91,General practicioner
25287,2,region_14,Internal medicine
25290,1,region_16,Internal medicine / pneumology
25322,1,region_147,Internal medicine / pneumology
25323,2,region_138,General practicioner
25328,2,region_105,Internal medicine
25336,2,region_200,Internal medicine
25340,2,region_52,Internal medicine
25341,2,region_142,Internal medicine / pneumology
25342,2,region_70,General practicioner
25344,2,region_81,General practicioner
25374,2,region_183,Internal medicine and general practicioner
25377,2,region_155,General practicioner
25388,2,region_11,General practicioner
25390,2,region_129,Internal medicine
25392,2,region_29,General practicioner
25404,2,region_6,Internal medicine
25409,2,region_169,Internal medicine and general practicioner
25422,1,region_49,Internal medicine / pneumology
25442,2,region_96,Internal medicine
25446,1,region_165,Internal medicine / pneumology
25457,2,region_154,General practicioner
25487,2,region_131,General practicioner
25488,2,region_108,Internal medicine
25500,1,region_179,Internal medicine
25511,1,region_159,Internal medicine / pneumology
25518,1,region_69,Internal medicine / pneumology
25552,3,region_72,Internal medicine
25566,1,region_60,Internal medicine / pneumology
25581,1,region_7,Internal medicine
25619,2,region_69,General practicioner
25651,1,region_48,Internal medicine / pneumology
25653,2,region_74,General practicioner
25658,3,region_131,Internal medicine
25677,1,region_91,Internal medicine / pneumology
25706,1,region_89,Internal medicine / pneumology
25722,1,region_0,Internal medicine / pneumology
25736,1,region_181,Internal medicine / pneumology
25761,1,region_180,Internal medicine / pneumology
25786,2,region_198,Internal medicine and general practicioner
25788,1,region_188,Internal medicine / pneumology
25790,2,region_179,Internal medicine
25798,2,region_54,Internal medicine
25818,2,region_9,General practicioner
25836,2,region_104,Internal medicine / pneumology
25860,1,region_172,Internal medicine / pneumology
25867,1,region_140,Internal medicine / pneumology
25870,1,region_52,Internal medicine / pneumology
25873,1,region_182,Internal medicine / pneumology
25876,1,region_68,Internal medicine / pneumology
25908,1,region_51,Internal medicine
25914,2,region_119,Internal medicine / pneumology
25978,1,region_175,Internal medicine / pneumology
25982,1,region_89,Internal medicine / pneumology
26009,2,region_147,General practicioner
26018,1,region_103,Internal medicine / pneumology
26048,2,region_54,General practicioner
26055,2,region_147,Internal medicine
26059,2,region_147,Internal medicine
26072,2,region_153,Internal medicine
26082,3,region_191,Internal medicine
26104,2,region_83,General practicioner
26106,2,region_96,Internal medicine
26107,1,region_120,Internal medicine
26125,1,region_117,Internal medicine / pneumology
26141,2,region_88,General practicioner
26148,1,region_135,Internal medicine / pneumology
26156,1,region_144,Internal medicine
26178,1,region_35,Internal medicine / pneumology
26184,2,region_99,General practicioner
26188,1,region_122,Internal medicine / pneumology
26226,2,region_167,Internal medicine
26232,2,region_162,Internal medicine and general practicioner
26240,3,region_160,General practicioner
26243,2,region_71,Internal medicine and general practicioner
26244,2,region_1,General practicioner
26254,3,region_137,General practicioner
26256,2,region_155,Internal medicine
26274,2,region_108,General practicioner
26277,1,region_164,Internal medicine / pneumology
26280,2,region_182,General practicioner
26291,2,region_125,Internal medicine
26302,3,region_58,Internal medicine
26311,2,region_155,General practicioner
26314,1,region_43,Internal medicine / pneumology
26336,3,region_109,General practicioner
26356,1,region_154,Internal medicine / pneumology
26375,2,region_5,General practicioner
26397,1,region_21,Internal medicine / pneumology
26400,2,region_127,General practicioner
26434,2,region_98,General practicioner
26445,1,region_1,Internal medicine / pneumology
26450,2,region_23,General practicioner
26463,2,region_136,General practicioner
26470,2,region_198,Internal medicine and general practicioner
26473,2,region_45,General practicioner
26480,2,region_142,General practicioner
26481,2,region_138,Internal medicine and general practicioner
26488,2,region_32,Internal medicine
26495,1,region_104,Internal medicine / pneumology
26525,2,region_120,Internal medicine
26527,2,region_174,General practicioner
26535,2,region_177,Internal medicine and general practicioner
26551,2,region_164,General practicioner
26552,1,region_164,Internal medicine / pneumology
26558,2,region_79,General practicioner
26564,1,region_154,Internal medicine / pneumology
26567,3,region_46,Internal medicine
26571,1,region_45,Internal medicine / pneumology
26634,1,region_102,Internal medicine
26636,1,region_162,Internal medicine / pneumology
26676,1,region_53,Internal medicine / pneumology
26690,2,region_114,Internal medicine / pneumology
26706,1,region_159,Internal medicine
26724,1,region_41,Internal medicine / pneumology
26781,1,region_54,Internal medicine / pneumology
26804,1,region_49,Internal medicine / pneumology
26805,1,region_154,Internal medicine / pneumology
26817,1,region_177,Internal medicine / pneumology
26838,1,region_75,Internal medicine / pneumology
26855,3,region_109,General practicioner
26874,1,region_194,Internal medicine / pneumology
26909,1,region_34,Internal medicine / pneumology
26948,2,region_45,General practicioner
26949,2,region_9,General practicioner
26961,2,region_57,General practicioner
26964,2,region_124,General practicioner
26990,2,region_115,Internal medicine
27003,2,region_110,Internal medicine
27011,2,region_143,General practicioner
27014,1,region_102,Internal medicine / pneumology
27034,1,region_126,Internal medicine / pneumology
27040,3,region_134,General practicioner
27063,3,region_72,General practicioner
27081,3,region_112,General practicioner
27086,2,region_149,General practicioner
27159,2,region_155,Internal medicine
27169,2,region_12,Internal medicine
27204,2,region_182,General practicioner
27205,1,region_69,Internal medicine / pneumology
27223,2,region_67,General practicioner
27230,2,region_37,Internal medicine
27235,1,region_181,Internal medicine / pneumology
27249,1,region_7,Internal medicine / pneumology
27251,2,region_186,Internal medicine
27254,2,region_198,Internal medicine
27255,1,region_198,Internal medicine / pneumology
27261,2,region_49,General practicioner
27264,2,region_38,General practicioner
27269,2,region_117,General practicioner
27278,2,region_139,General practicioner
27294,3,region_150,General practicioner
27297,2,region_110,General practicioner
27320,2,region_22,Internal medicine and general practicioner
27353,2,region_121,General practicioner
27363,3,region_72,Internal medicine
27369,1,region_173,Internal medicine / pneumology
