hcp,population,area,pci16,pci18,Internal medicine,Internal medicine / pneumology,General practicioner,Internal medicine and general practicioner,Pediatrician,hcp,tier,region,specialty
15623,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,15623,1,region_25,Internal medicine
15670,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,15670,1,region_69,Internal medicine / pneumology
15671,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,15671,1,region_150,Internal medicine / pneumology
15708,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,15708,1,region_90,Internal medicine
15748,541116,5200.616483475,42154.98186708018,43863.59104463951,332,22,277,4,88,15748,1,region_24,Internal medicine
15761,293343,407.8559437,40265.62161036467,42784.034367451575,164,10,182,1,48,15761,1,region_184,Internal medicine / pneumology
15773,487393,5189.376597045,46048.81926990849,47755.55739365009,220,9,349,2,49,15773,1,region_98,Internal medicine / pneumology
15778,481340,433.493165915,47807.095737135656,48998.648530738246,576,26,302,3,223,15778,1,region_61,Internal medicine
15779,347761,1339.813459055,47802.37814017809,49087.416077910646,190,20,162,0,37,15779,1,region_27,Internal medicine / pneumology
15890,336953,277.67347298500005,47883.30564409603,49078.800882085445,182,6,180,1,96,15890,2,region_60,Internal medicine
15905,338417,3708.777236195,38747.41077767074,41145.64904023545,259,18,161,1,55,15905,2,region_97,General practicioner
15957,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,15957,1,region_108,Internal medicine / pneumology
15998,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,15998,2,region_198,General practicioner
16002,332380,507.6016706,42316.17861056367,43408.66203256296,164,11,169,4,59,16002,1,region_80,Internal medicine / pneumology
16028,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,16028,3,region_127,General practicioner
16036,301745,1700.8901509399998,47293.516396584026,49851.954655522895,149,4,208,0,53,16036,2,region_133,General practicioner
16072,422929,2001.77212193,45812.70908571203,48057.04003321169,176,19,284,2,52,16072,1,region_153,Internal medicine / pneumology
16073,318026,2574.94384874,42578.01879346831,44456.38959522513,153,5,182,2,47,16073,2,region_2,General practicioner
16076,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,16076,1,region_158,Internal medicine / pneumology
16119,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,16119,1,region_158,Internal medicine / pneumology
16120,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,16120,2,region_158,Internal medicine
16122,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,16122,2,region_140,General practicioner
16159,562766,7476.819147085001,39152.99916517007,41230.29230741945,308,9,264,2,72,16159,2,region_86,Internal medicine
16176,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,16176,2,region_200,General practicioner
16192,351158,2989.70144003,45617.68604668643,47488.99014213206,165,3,176,6,28,16192,2,region_171,General practicioner
16194,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,16194,2,region_1,General practicioner
16213,376219,5876.13657913,36993.40237936698,39335.135584445765,235,6,230,0,72,16213,2,region_57,General practicioner
16217,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,16217,2,region_131,Internal medicine
16270,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,16270,2,region_45,Internal medicine
16279,545012,10892.01787511,36585.0100716675,38183.44995556125,380,13,262,3,87,16279,2,region_94,Internal medicine
16304,329314,438.710268375,37588.12322272532,39815.26132463675,422,17,188,1,126,16304,1,region_163,Internal medicine / pneumology
16326,300469,2849.552513615,41149.039535878575,42838.21028554375,146,6,186,0,22,16326,1,region_64,Internal medicine / pneumology
16353,370839,1494.73248102,40379.71370238046,42361.48199891709,316,19,228,2,68,16353,1,region_175,Internal medicine
16356,562766,7476.819147085001,39152.99916517007,41230.29230741945,308,9,264,2,72,16356,1,region_86,Internal medicine / pneumology
16361,392442,1013.9402787699998,43137.67692133163,45189.593294747385,224,22,230,0,83,16361,1,region_23,Internal medicine / pneumology
16391,293343,407.8559437,40265.62161036467,42784.034367451575,164,10,182,1,48,16391,2,region_184,Internal medicine
16423,309066,1766.12951329,47704.58758235771,51167.22010202415,232,14,197,0,46,16423,1,region_79,Internal medicine / pneumology
16468,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,16468,2,region_179,Internal medicine
16562,324990,681.550024385,45163.973492282974,46181.14470036704,206,16,149,1,48,16562,1,region_20,Internal medicine
16570,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,16570,1,region_44,Internal medicine / pneumology
16592,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,16592,1,region_96,Internal medicine / pneumology
16596,392442,1013.9402787699998,43137.67692133163,45189.593294747385,224,22,230,0,83,16596,1,region_23,Internal medicine / pneumology
16621,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,16621,1,region_52,Internal medicine / pneumology
16626,342104,85.250473665,38649.24,41105.12,502,21,204,2,157,16626,1,region_8,Internal medicine
16633,320450,119.34311882000002,47853.29181840482,49044.01277342743,285,30,198,6,33,16633,1,region_63,Internal medicine / pneumology
16717,292659,252.698993475,41727.483461086485,44501.22628430059,334,16,167,1,67,16717,1,region_95,Internal medicine / pneumology
16744,366747,737.6994932800001,43490.30960874967,45949.49808402023,242,13,183,3,75,16744,1,region_160,Internal medicine / pneumology
16754,329314,438.710268375,37588.12322272532,39815.26132463675,422,17,188,1,126,16754,2,region_163,Internal medicine
16790,449898,4019.658772,36647.69507398299,38070.54561557521,317,17,279,0,103,16790,2,region_39,Internal medicine
16791,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,16791,2,region_11,General practicioner
16805,509797,475.28226476,38646.49331816121,41100.84413713749,351,20,244,1,64,16805,1,region_43,Internal medicine / pneumology
16807,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,16807,1,region_45,Internal medicine / pneumology
16810,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,16810,2,region_159,General practicioner
16811,329314,438.710268375,37588.12322272532,39815.26132463675,422,17,188,1,126,16811,2,region_163,Internal medicine
16813,304452,932.781191195,36395.04423057791,38590.38510757204,292,14,190,3,137,16813,2,region_83,Internal medicine
16820,330916,3926.381089415,44462.42167904268,46388.54507009739,151,9,199,0,33,16820,1,region_4,Internal medicine / pneumology
16832,376219,5876.13657913,36993.40237936698,39335.135584445765,235,6,230,0,72,16832,2,region_57,General practicioner
16838,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,16838,2,region_138,General practicioner
16839,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,16839,2,region_155,General practicioner
16857,382514,461.416189685,42923.89472462531,44483.883987279456,163,6,170,5,64,16857,2,region_84,General practicioner
16859,472948,7588.07291017,38655.32133304526,40461.44956494922,335,11,264,1,64,16859,1,region_194,Internal medicine / pneumology
16876,397520,602.376419425,39424.04499582988,40424.84519009168,294,7,207,4,54,16876,2,region_68,General practicioner
16877,397520,602.376419425,39424.04499582988,40424.84519009168,294,7,207,4,54,16877,2,region_68,General practicioner
16884,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,16884,2,region_49,General practicioner
16899,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,16899,1,region_127,Internal medicine / pneumology
16911,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,16911,2,region_181,Internal medicine
16924,392442,1013.9402787699998,43137.67692133163,45189.593294747385,224,22,230,0,83,16924,2,region_23,General practicioner
16926,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,16926,2,region_162,General practicioner
16927,343861,3639.37347845,46856.49217012814,48564.22884077264,181,11,206,0,30,16927,2,region_3,General practicioner
16928,394741,1285.75708184,40764.27991706653,41856.11769050817,445,22,237,5,112,16928,1,region_176,Internal medicine / pneumology
16933,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,16933,2,region_69,General practicioner
16950,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,16950,2,region_181,Internal medicine
16953,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,16953,2,region_52,General practicioner
16959,377823,4136.819455725,46389.67721548156,47843.542264503136,161,6,224,1,33,16959,2,region_192,General practicioner
16963,298560,3726.884651725,43442.39132891304,45766.530521730456,175,11,189,1,31,16963,3,region_36,General practicioner
16971,290274,230.311262695,38727.460773319886,39733.89795811521,282,14,135,6,42,16971,1,region_71,Internal medicine / pneumology
16973,391532,3316.75517724,47519.70816595854,49510.326313550206,293,13,298,5,84,16973,2,region_167,General practicioner
16993,299274,1390.91898579,45579.18946596061,48213.45323919848,142,4,163,1,29,16993,2,region_156,Internal medicine
16997,351807,495.716787085,41728.04162883929,42871.90103369104,221,16,175,2,68,16997,2,region_149,General practicioner
17009,401234,708.64855028,49064.5291070617,50956.80307195887,183,8,206,0,61,17009,2,region_87,Internal medicine
17029,323575,111.643540105,58259.42127116629,63608.28150583796,314,13,221,2,46,17029,3,region_93,General practicioner
17052,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,17052,1,region_1,Internal medicine / pneumology
17085,376219,5876.13657913,36993.40237936698,39335.135584445765,235,6,230,0,72,17085,2,region_57,General practicioner
17086,305578,216.595038625,58232.4125248942,63571.47138931149,511,42,326,5,187,17086,1,region_106,Internal medicine / pneumology
17091,526171,12386.29314317,38058.94303442134,39595.49276780699,379,16,264,0,64,17091,1,region_165,Internal medicine / pneumology
17102,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,17102,2,region_74,Internal medicine
17106,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,17106,2,region_159,General practicioner
17141,305578,216.595038625,58232.4125248942,63571.47138931149,511,42,326,5,187,17141,3,region_106,Internal medicine
17144,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,17144,2,region_49,Internal medicine
17146,449898,4019.658772,36647.69507398299,38070.54561557521,317,17,279,0,103,17146,1,region_39,Internal medicine / pneumology
17157,449898,4019.658772,36647.69507398299,38070.54561557521,317,17,279,0,103,17157,2,region_39,General practicioner
17162,295192,1994.75115814,45774.88396917456,48219.296065151655,146,2,154,1,22,17162,3,region_58,Internal medicine
17169,376861,181.278347825,39007.52861156623,39888.70805993954,252,18,143,1,43,17169,1,region_41,Internal medicine / pneumology
17177,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,17177,2,region_138,General practicioner
17204,300469,2849.552513615,41149.039535878575,42838.21028554375,146,6,186,0,22,17204,1,region_64,Internal medicine / pneumology
17205,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,17205,1,region_52,Internal medicine / pneumology
17228,305578,216.595038625,58232.4125248942,63571.47138931149,511,42,326,5,187,17228,1,region_106,Internal medicine
17232,301446,888.335822715,39077.1099989826,38103.09110635517,308,17,179,1,51,17232,1,region_128,Internal medicine / pneumology
17242,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,17242,3,region_150,General practicioner
17250,295956,1878.760803545,40585.45837633292,42669.553031252726,129,13,176,1,42,17250,1,region_172,Internal medicine / pneumology
17265,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,17265,1,region_90,Internal medicine / pneumology
17294,318320,1343.252950395,38835.608064370106,40121.11202265365,179,10,134,2,48,17294,1,region_146,Internal medicine
17301,400723,2105.438750675,43428.46785897859,44575.5590026938,185,12,180,5,37,17301,1,region_16,Internal medicine / pneumology
17312,528663,1691.3326277750002,39725.23455626566,41274.97668028191,368,15,312,5,125,17312,1,region_157,Internal medicine / pneumology
17323,330868,216.65785405,44450.70293282685,48142.47639736822,270,8,150,0,36,17323,2,region_46,Internal medicine / pneumology
17332,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,17332,1,region_181,Internal medicine / pneumology
17338,369052,3275.78259817,42065.28551441394,43984.385596682885,223,22,262,0,51,17338,1,region_182,Internal medicine / pneumology
17343,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,17343,1,region_69,Internal medicine / pneumology
17364,305578,216.595038625,58232.4125248942,63571.47138931149,511,42,326,5,187,17364,1,region_106,Internal medicine / pneumology
17374,479149,4959.219208320001,44052.47967412043,46484.08356658933,448,31,356,3,83,17374,1,region_123,Internal medicine / pneumology
17379,312237,3709.821889255,44729.66272909751,46604.18155477684,196,9,214,1,36,17379,2,region_85,Internal medicine / pneumology
17471,379268,1300.084429985,51331.47202909552,54701.5147903046,217,13,195,1,58,17471,1,region_70,Internal medicine / pneumology
17503,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,17503,1,region_108,Internal medicine / pneumology
17510,545012,10892.01787511,36585.0100716675,38183.44995556125,380,13,262,3,87,17510,1,region_94,Internal medicine
17527,294808,653.61051631,41189.10186526831,42903.32734412834,366,24,178,4,114,17527,1,region_67,Internal medicine / pneumology
17535,329314,438.710268375,37588.12322272532,39815.26132463675,422,17,188,1,126,17535,1,region_163,Internal medicine
17544,465750,2220.64612097,46289.935955293055,48158.85416785588,227,13,194,1,40,17544,1,region_168,Internal medicine / pneumology
17616,447650,3334.44938533,42661.69779258536,44844.42643985587,240,20,242,3,59,17616,1,region_173,Internal medicine / pneumology
17713,299274,1390.91898579,45579.18946596061,48213.45323919848,142,4,163,1,29,17713,1,region_156,Internal medicine / pneumology
17715,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,17715,2,region_109,General practicioner
17792,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,17792,2,region_74,Internal medicine and general practicioner
17816,397520,602.376419425,39424.04499582988,40424.84519009168,294,7,207,4,54,17816,2,region_68,General practicioner
17828,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,17828,2,region_74,General practicioner
17831,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,17831,2,region_49,Internal medicine
