,hcp,specialty,region,brand,email_type,content_id,no. openings,no. clicks,time_sent,time_last_opened,time_last_clicked
701,12721,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:55:00,,
702,13187,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,2,0,2020-07-10 10:10:00,2020-07-10 15:54:00,
703,15297,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:41:00,,
704,18665,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,6,0,2020-07-10 11:27:00,2020-08-11 09:55:00,
705,20952,Internal medicine / pneumology,region_5,brand_2,product_related,a3D6f0000019fLWEAY,13,1,2020-07-02 13:11:00,2020-10-22 08:59:00,2020-07-03 12:29:00
710,21631,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:02:00,,
711,22307,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:47:00,,
712,22652,Internal medicine / pneumology,region_5,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 13:15:00,2020-08-07 00:26:00,
716,23304,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:01:00,,
717,23516,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 07:21:00,2020-08-09 10:06:00,
718,24620,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 14:19:00,2020-07-02 15:06:00,
719,25403,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:06:00,,
720,26375,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 06:41:00,,
721,26586,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,2,0,2020-07-10 11:58:00,2020-07-12 21:23:00,
722,27988,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,4,0,2020-07-03 06:45:00,2020-07-06 15:27:00,
723,28254,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 12:03:00,,
724,28390,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 16:10:00,,
727,29880,Internal medicine,region_5,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-02 16:12:00,2020-09-16 20:22:00,
728,30065,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 17:09:00,2020-07-03 06:00:00,
729,31108,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,3,0,2020-07-10 11:20:00,2021-01-22 22:23:00,
730,31927,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 07:22:00,2020-07-11 10:36:00,
732,32056,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:33:00,,
733,32667,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,6,0,2020-07-02 15:49:00,2020-07-06 15:05:00,
734,33370,Internal medicine,region_5,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 06:58:00,2020-07-03 12:02:00,
735,34051,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:09:00,,
736,34692,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 06:39:00,,
737,37677,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:58:00,,
738,37750,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:00:00,,
739,37943,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 10:04:00,2020-07-10 18:46:00,
740,38215,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:08:00,,
741,40042,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 10:52:00,2020-07-17 16:39:00,
742,41413,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 12:11:00,,
743,41491,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:42:00,,
744,42093,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:32:00,,
745,43150,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:51:00,,
746,43412,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-02 14:49:00,2020-07-03 06:46:00,
748,46233,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:24:00,,
749,47039,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:30:00,,
750,48513,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:12:00,,
751,48646,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:55:00,,
752,49501,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 11:22:00,2020-07-10 11:23:00,
753,50413,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:34:00,,
754,52981,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 20:37:00,,
755,53956,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:42:00,,
756,54646,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:17:00,,
757,55292,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 07:04:00,,
758,55524,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 11:53:00,2020-07-10 16:33:00,
759,55673,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 20:29:00,,
760,56092,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:27:00,,
761,56607,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 14:36:00,2020-07-03 14:02:00,
762,57323,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:28:00,,
763,57591,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:34:00,,
764,57591,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 10:37:00,2020-07-10 11:47:00,
765,57751,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 16:13:00,,
766,60527,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-03 06:43:00,2020-07-03 10:56:00,
767,60557,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 12:06:00,,
768,60756,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 06:52:00,,
769,61773,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 17:07:00,,
770,62997,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:53:00,,
771,63028,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:13:00,,
772,63993,Internal medicine / pneumology,region_5,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-02 13:18:00,2020-07-02 15:09:00,
778,64067,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 06:50:00,,
779,65070,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:40:00,,
780,65635,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:32:00,,
781,66449,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:29:00,,
782,67103,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:05:00,,
783,67133,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:33:00,,
784,67148,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:43:00,,
785,68120,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 06:48:00,,
786,68204,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 12:05:00,,
787,71539,Internal medicine,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:52:00,,
788,74781,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 11:04:00,,
789,75744,Internal medicine,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 15:11:00,,
790,77378,General practicioner,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 14:24:00,,
791,77788,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-10 10:12:00,,
792,78305,Internal medicine,region_5,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-02 20:26:00,,
794,87372,General practicioner,region_5,brand_2,product_related,a3D6f0000019gA2EAI,1,0,2020-07-10 11:21:00,2020-07-12 23:21:00,
795,10103,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
796,12722,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
797,15058,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
801,19569,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
814,20556,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-17 18:08:00,2020-08-17 18:35:00,
815,21376,Internal medicine,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
816,22351,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-17 18:08:00,2020-08-18 07:57:00,
818,26924,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-17 18:08:00,2020-08-18 06:43:00,
821,29639,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,4,0,2020-08-17 18:08:00,2020-08-18 05:58:00,
823,31555,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
835,32628,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
836,33892,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
837,34430,Internal medicine,region_6,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-17 18:08:00,2020-08-17 20:43:00,
838,40164,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
841,47463,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-17 18:08:00,2020-08-18 07:41:00,
844,49301,Internal medicine,region_6,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-17 18:08:00,2020-08-17 18:37:00,
845,50029,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,7,0,2020-08-17 18:08:00,2020-09-15 15:39:00,
846,50206,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-17 18:08:00,2021-02-11 19:28:00,
849,51127,Internal medicine,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
873,78187,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-17 18:08:00,,
875,80801,General practicioner,region_6,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
876,85901,General practicioner,region_6,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-17 18:08:00,2020-08-17 18:27:00,
881,4717,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:41:00,,
887,12293,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
892,12553,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
899,14151,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:41:00,2020-07-02 21:05:00,
903,15582,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,9,1,2020-07-01 19:21:00,2020-07-02 12:13:00,2020-07-02 19:01:00
904,15582,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,24,5,2020-07-31 15:09:00,2021-02-11 15:43:00,2020-07-31 15:25:00
908,16752,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 15:54:00,,
912,16864,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
917,17804,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:41:00,,
929,21274,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,5,0,2020-07-01 16:41:00,2020-07-02 13:43:00,
934,22244,Internal medicine,region_7,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-12-03 10:35:00,,
939,22998,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
943,23350,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
950,23996,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-06 13:03:00,2020-07-06 15:47:00,
955,26939,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
959,28331,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 15:28:00,,
967,28820,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:52:00,2020-07-02 06:37:00,
972,29840,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:05:00,2020-07-01 21:29:00,
976,30194,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,2,1,2020-07-01 16:52:00,2020-07-09 15:55:00,2020-07-09 15:55:00
980,30473,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-06 12:59:00,,
983,30597,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
991,33147,Internal medicine,region_7,brand_2,product_related,a3D6f0000019gA2EAI,0,0,2020-07-27 10:57:00,,
992,33147,Internal medicine,region_7,brand_2,general,a3D6f0000019jMuEAI,0,0,2020-12-03 10:17:00,,
998,33546,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:40:00,2020-07-06 15:57:00,
1002,35818,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 15:02:00,,
1006,36466,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:08:00,,
1010,36772,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-01 19:11:00,2020-07-10 14:15:00,
1011,36772,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,14,0,2020-07-31 14:47:00,2021-02-02 18:24:00,
1018,38224,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-01 15:40:00,2020-07-01 19:27:00,
1031,39254,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
1035,40195,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-07 11:12:00,,
1036,40673,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-03 08:51:00,,
1038,40873,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 15:48:00,,
1042,42011,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-01 20:42:00,2020-07-02 00:02:00,
1043,42011,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019gIzEAI,1,0,2020-07-09 07:26:00,2020-07-09 08:24:00,
1044,42011,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-07-31 14:31:00,2020-07-31 22:18:00,
1048,42800,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 15:52:00,,
1052,45549,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
1056,46207,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:52:00,2020-07-01 17:16:00,
1057,46456,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
1061,47129,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:40:00,2020-07-01 21:07:00,
1066,47348,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
1070,48246,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,7,1,2020-07-01 16:40:00,2020-08-12 09:27:00,2020-08-12 09:29:00
1074,48355,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
1080,48359,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
1084,48376,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,3,0,2020-07-01 16:02:00,2020-07-01 16:03:00,
1085,48437,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:04:00,2020-07-01 19:41:00,
1090,48943,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 15:50:00,,
1094,49229,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:41:00,,
1099,49288,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:40:00,2020-07-03 18:11:00,
1104,49305,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:41:00,2020-07-02 06:47:00,
1110,50025,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:52:00,2020-07-07 20:05:00,
1119,51560,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:52:00,,
1123,51907,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,1,2020-07-01 16:41:00,2020-07-07 16:45:00,2020-07-07 16:45:00
1128,52722,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
1134,52764,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
1144,52950,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
1147,53330,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:06:00,,
1151,53338,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:52:00,2020-07-01 17:16:00,
1158,53691,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:09:00,,
1162,53725,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
1166,53931,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 16:40:00,2020-07-12 17:04:00,
1172,54192,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-07-31 14:44:00,2020-08-02 11:42:00,
1182,56264,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 15:11:00,,
1185,58067,Internal medicine,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 15:31:00,,
1189,58632,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:40:00,,
1193,59060,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,1,0,2020-07-01 20:45:00,2020-07-02 02:03:00,
1194,59060,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-07-31 14:34:00,2020-08-01 10:10:00,
1205,59122,Internal medicine / pneumology,region_7,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 15:06:00,,
1213,69354,General practicioner,region_7,brand_2,product_related,a3D6f0000019fLWEAY,0,0,2020-07-01 16:41:00,,
1219,69458,Internal medicine,region_7,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-07-31 14:57:00,2020-08-03 07:27:00,
1233,70406,Internal medicine / pneumology,region_7,brand_2,product_related,a3D6f0000019fLWEAY,2,0,2020-07-01 20:38:00,2020-07-02 06:57:00,
