hcp,specialty,region,brand,month,channel,count
49738,General practicioner,region_13,brand_2,2020-07,f2f,1
56380,General practicioner,region_13,brand_2,2020-07,f2f,1
57484,General practicioner,region_13,brand_2,2020-07,f2f,1
60349,Internal medicine,region_13,brand_2,2020-07,f2f,1
61339,General practicioner,region_13,brand_2,2020-07,f2f,1
62278,General practicioner,region_13,brand_2,2020-07,f2f,1
64362,General practicioner,region_13,brand_2,2020-07,f2f,1
66506,General practicioner,region_13,brand_2,2020-07,f2f,1
66506,General practicioner,region_13,brand_2,2020-07,phone,1
68215,General practicioner,region_13,brand_2,2020-07,f2f,1
68781,General practicioner,region_13,brand_2,2020-07,phone,1
68782,General practicioner,region_13,brand_2,2020-07,phone,1
70372,General practicioner,region_13,brand_2,2020-07,f2f,1
79003,General practicioner,region_13,brand_2,2020-07,f2f,1
79062,General practicioner,region_13,brand_2,2020-07,f2f,1
38920,Internal medicine / pneumology,region_14,brand_2,2020-07,phone,1
74365,Internal medicine / pneumology,region_14,brand_2,2020-07,f2f,1
74852,Internal medicine / pneumology,region_14,brand_2,2020-07,phone,1
80363,Internal medicine / pneumology,region_14,brand_2,2020-07,phone,1
86801,Pediatrician,region_14,brand_2,2020-07,phone,1
30592,General practicioner,region_15,brand_2,2020-07,phone,1
33028,Internal medicine,region_15,brand_2,2020-07,f2f,1
36433,Internal medicine and general practicioner,region_15,brand_2,2020-07,phone,1
40088,Internal medicine,region_15,brand_2,2020-07,phone,1
41443,Internal medicine,region_15,brand_2,2020-07,phone,2
42161,Internal medicine / pneumology,region_15,brand_2,2020-07,f2f,1
47106,General practicioner,region_15,brand_2,2020-07,f2f,1
47591,Internal medicine / pneumology,region_15,brand_2,2020-07,f2f,1
47591,Internal medicine / pneumology,region_15,brand_2,2020-07,phone,1
56556,General practicioner,region_15,brand_2,2020-07,phone,1
58013,General practicioner,region_15,brand_2,2020-07,phone,1
58745,General practicioner,region_15,brand_2,2020-07,f2f,1
61139,General practicioner,region_15,brand_2,2020-07,phone,1
61702,Internal medicine,region_15,brand_2,2020-07,f2f,1
66696,General practicioner,region_15,brand_2,2020-07,phone,1
79260,General practicioner,region_15,brand_2,2020-07,phone,1
80235,General practicioner,region_15,brand_2,2020-07,phone,1
4845,Internal medicine,region_16,brand_2,2020-07,f2f,1
25290,Internal medicine / pneumology,region_16,brand_2,2020-07,f2f,2
25994,General practicioner,region_16,brand_2,2020-07,f2f,1
49999,Internal medicine,region_16,brand_2,2020-07,phone,1
50312,General practicioner,region_16,brand_2,2020-07,f2f,1
56160,Internal medicine / pneumology,region_16,brand_2,2020-07,f2f,1
58848,Internal medicine / pneumology,region_16,brand_2,2020-07,f2f,1
59997,Internal medicine / pneumology,region_16,brand_2,2020-07,f2f,1
66995,Internal medicine,region_16,brand_2,2020-07,f2f,1
68420,Internal medicine / pneumology,region_16,brand_2,2020-07,f2f,2
1584,General practicioner,region_17,brand_2,2020-07,phone,1
9997,Internal medicine,region_17,brand_2,2020-07,f2f,1
14293,General practicioner,region_17,brand_2,2020-07,phone,1
17697,General practicioner,region_17,brand_2,2020-07,phone,1
22803,Internal medicine and general practicioner,region_17,brand_2,2020-07,phone,1
27128,General practicioner,region_17,brand_2,2020-07,f2f,1
27728,Internal medicine / pneumology,region_17,brand_2,2020-07,f2f,1
29021,General practicioner,region_17,brand_2,2020-07,f2f,1
31355,Internal medicine / pneumology,region_17,brand_2,2020-07,f2f,1
32622,Internal medicine / pneumology,region_17,brand_2,2020-07,f2f,2
34492,General practicioner,region_17,brand_2,2020-07,f2f,1
38472,General practicioner,region_17,brand_2,2020-07,phone,1
38738,General practicioner,region_17,brand_2,2020-07,phone,1
38914,General practicioner,region_17,brand_2,2020-07,f2f,1
38914,General practicioner,region_17,brand_2,2020-07,phone,1
39445,General practicioner,region_17,brand_2,2020-07,f2f,1
40334,Internal medicine,region_17,brand_2,2020-07,f2f,1
40537,General practicioner,region_17,brand_2,2020-07,f2f,1
42218,Internal medicine,region_17,brand_2,2020-07,phone,1
43884,General practicioner,region_17,brand_2,2020-07,f2f,1
45971,General practicioner,region_17,brand_2,2020-07,phone,1
47123,Internal medicine,region_17,brand_2,2020-07,phone,1
47876,Internal medicine / pneumology,region_17,brand_2,2020-07,f2f,1
48024,Internal medicine,region_17,brand_2,2020-07,phone,1
49884,Internal medicine,region_17,brand_2,2020-07,f2f,1
52957,General practicioner,region_17,brand_2,2020-07,f2f,1
53046,General practicioner,region_17,brand_2,2020-07,phone,1
58987,General practicioner,region_17,brand_2,2020-07,f2f,1
59971,General practicioner,region_17,brand_2,2020-07,phone,1
60796,General practicioner,region_17,brand_2,2020-07,phone,1
60965,General practicioner,region_17,brand_2,2020-07,phone,1
61330,General practicioner,region_17,brand_2,2020-07,phone,1
61699,General practicioner,region_17,brand_2,2020-07,phone,1
61817,Internal medicine,region_17,brand_2,2020-07,phone,1
62185,General practicioner,region_17,brand_2,2020-07,phone,1
62544,General practicioner,region_17,brand_2,2020-07,phone,1
62617,General practicioner,region_17,brand_2,2020-07,phone,1
62736,General practicioner,region_17,brand_2,2020-07,f2f,1
63053,General practicioner,region_17,brand_2,2020-07,phone,2
63536,General practicioner,region_17,brand_2,2020-07,f2f,1
65912,General practicioner,region_17,brand_2,2020-07,phone,1
66179,Internal medicine,region_17,brand_2,2020-07,f2f,1
67118,General practicioner,region_17,brand_2,2020-07,phone,1
80991,General practicioner,region_17,brand_2,2020-07,f2f,1
86001,General practicioner,region_17,brand_2,2020-07,phone,1
9011,Internal medicine,region_19,brand_2,2020-07,f2f,1
21609,General practicioner,region_19,brand_2,2020-07,f2f,1
22794,Internal medicine,region_19,brand_2,2020-07,f2f,1
27940,General practicioner,region_19,brand_2,2020-07,f2f,1
29727,Internal medicine,region_19,brand_2,2020-07,f2f,1
30283,Internal medicine,region_19,brand_2,2020-07,f2f,1
30609,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
30609,Internal medicine / pneumology,region_19,brand_2,2020-07,phone,1
31831,General practicioner,region_19,brand_2,2020-07,f2f,1
32499,General practicioner,region_19,brand_2,2020-07,f2f,1
34520,General practicioner,region_19,brand_2,2020-07,f2f,2
34865,General practicioner,region_19,brand_2,2020-07,f2f,1
35910,General practicioner,region_19,brand_2,2020-07,f2f,1
37821,General practicioner,region_19,brand_2,2020-07,f2f,1
41914,Internal medicine,region_19,brand_2,2020-07,f2f,1
42067,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
44214,General practicioner,region_19,brand_2,2020-07,f2f,1
44869,General practicioner,region_19,brand_2,2020-07,f2f,2
45548,General practicioner,region_19,brand_2,2020-07,f2f,1
45684,General practicioner,region_19,brand_2,2020-07,f2f,1
46762,General practicioner,region_19,brand_2,2020-07,f2f,1
46961,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,2
48692,General practicioner,region_19,brand_2,2020-07,f2f,1
49527,General practicioner,region_19,brand_2,2020-07,f2f,1
50281,Internal medicine,region_19,brand_2,2020-07,f2f,1
51319,General practicioner,region_19,brand_2,2020-07,f2f,1
52223,General practicioner,region_19,brand_2,2020-07,f2f,1
52958,General practicioner,region_19,brand_2,2020-07,f2f,1
56221,Internal medicine and general practicioner,region_19,brand_2,2020-07,f2f,1
57528,General practicioner,region_19,brand_2,2020-07,f2f,1
58053,General practicioner,region_19,brand_2,2020-07,f2f,1
59155,General practicioner,region_19,brand_2,2020-07,f2f,1
59898,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,2
59898,Internal medicine / pneumology,region_19,brand_2,2020-07,phone,1
61863,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
61928,General practicioner,region_19,brand_2,2020-07,f2f,1
62928,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,2
64027,General practicioner,region_19,brand_2,2020-07,f2f,1
64268,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
64713,General practicioner,region_19,brand_2,2020-07,f2f,1
65213,General practicioner,region_19,brand_2,2020-07,f2f,1
65710,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
67720,General practicioner,region_19,brand_2,2020-07,f2f,1
67758,General practicioner,region_19,brand_2,2020-07,f2f,1
69365,Internal medicine,region_19,brand_2,2020-07,f2f,1
69657,General practicioner,region_19,brand_2,2020-07,f2f,1
70460,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
71589,General practicioner,region_19,brand_2,2020-07,f2f,1
74689,Internal medicine / pneumology,region_19,brand_2,2020-07,f2f,1
75434,General practicioner,region_19,brand_2,2020-07,f2f,1
75521,Internal medicine,region_19,brand_2,2020-07,f2f,1
78450,Internal medicine,region_19,brand_2,2020-07,f2f,1
86353,General practicioner,region_19,brand_2,2020-07,f2f,1
86354,Pediatrician,region_19,brand_2,2020-07,f2f,1
86356,Internal medicine,region_19,brand_2,2020-07,f2f,1
4899,Internal medicine / pneumology,region_20,brand_2,2020-07,phone,1
12385,Internal medicine,region_20,brand_2,2020-07,f2f,1
14489,Internal medicine / pneumology,region_20,brand_2,2020-07,phone,1
19626,General practicioner,region_20,brand_2,2020-07,f2f,1
24269,General practicioner,region_20,brand_2,2020-07,f2f,1
27155,Internal medicine,region_20,brand_2,2020-07,f2f,1
27357,Internal medicine,region_20,brand_2,2020-07,f2f,1
29817,Internal medicine,region_20,brand_2,2020-07,f2f,1
30999,Internal medicine,region_20,brand_2,2020-07,f2f,1
30999,Internal medicine,region_20,brand_1,2020-07,f2f,1
31610,Internal medicine,region_20,brand_2,2020-07,f2f,1
32605,Internal medicine,region_20,brand_2,2020-07,phone,1
34560,Internal medicine,region_20,brand_2,2020-07,f2f,1
35494,Internal medicine,region_20,brand_2,2020-07,f2f,1
35494,Internal medicine,region_20,brand_1,2020-07,f2f,1
37682,Internal medicine,region_20,brand_2,2020-07,f2f,1
40136,General practicioner,region_20,brand_2,2020-07,f2f,1
41439,General practicioner,region_20,brand_2,2020-07,f2f,1
42525,Internal medicine / pneumology,region_20,brand_2,2020-07,f2f,1
46553,General practicioner,region_20,brand_2,2020-07,f2f,1
48070,Internal medicine / pneumology,region_20,brand_2,2020-07,phone,1
48343,General practicioner,region_20,brand_2,2020-07,f2f,1
48729,General practicioner,region_20,brand_2,2020-07,f2f,1
48800,Internal medicine / pneumology,region_20,brand_2,2020-07,f2f,1
49948,Internal medicine / pneumology,region_20,brand_2,2020-07,phone,1
56262,General practicioner,region_20,brand_2,2020-07,f2f,1
57615,Internal medicine,region_20,brand_2,2020-07,f2f,2
58170,Internal medicine,region_20,brand_2,2020-07,f2f,1
58912,General practicioner,region_20,brand_2,2020-07,f2f,1
60292,General practicioner,region_20,brand_2,2020-07,f2f,1
61168,General practicioner,region_20,brand_2,2020-07,f2f,1
62336,Internal medicine / pneumology,region_20,brand_2,2020-07,phone,1
63172,Internal medicine / pneumology,region_20,brand_2,2020-07,f2f,1
65702,General practicioner,region_20,brand_2,2020-07,f2f,1
67696,General practicioner,region_20,brand_2,2020-07,f2f,1
67696,General practicioner,region_20,brand_2,2020-07,phone,1
68565,General practicioner,region_20,brand_2,2020-07,f2f,1
69528,General practicioner,region_20,brand_2,2020-07,f2f,2
69528,General practicioner,region_20,brand_1,2020-07,f2f,1
73194,General practicioner,region_20,brand_2,2020-07,f2f,1
74941,General practicioner,region_20,brand_2,2020-07,f2f,1
78449,Internal medicine,region_20,brand_2,2020-07,f2f,1
83497,Internal medicine,region_20,brand_2,2020-07,f2f,1
86471,Pediatrician,region_20,brand_2,2020-07,phone,1
86472,Pediatrician,region_20,brand_2,2020-07,phone,1
86474,Pediatrician,region_20,brand_2,2020-07,phone,1
86475,Pediatrician,region_20,brand_2,2020-07,phone,1
1479,General practicioner,region_21,brand_2,2020-07,f2f,1
23572,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
24322,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
27191,Internal medicine,region_21,brand_2,2020-07,f2f,1
31675,General practicioner,region_21,brand_2,2020-07,f2f,1
35474,General practicioner,region_21,brand_2,2020-07,f2f,1
41680,General practicioner,region_21,brand_2,2020-07,f2f,1
43716,General practicioner,region_21,brand_2,2020-07,f2f,1
49563,General practicioner,region_21,brand_2,2020-07,f2f,1
49569,General practicioner,region_21,brand_2,2020-07,f2f,1
57501,General practicioner,region_21,brand_2,2020-07,f2f,1
61605,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
64476,General practicioner,region_21,brand_2,2020-07,f2f,2
64526,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
66504,General practicioner,region_21,brand_2,2020-07,f2f,1
67191,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
68929,General practicioner,region_21,brand_2,2020-07,f2f,1
71490,Internal medicine,region_21,brand_2,2020-07,f2f,1
71846,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
72156,General practicioner,region_21,brand_2,2020-07,f2f,1
73546,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
76598,Internal medicine / pneumology,region_21,brand_2,2020-07,f2f,1
78358,General practicioner,region_21,brand_2,2020-07,f2f,1
79054,General practicioner,region_21,brand_2,2020-07,f2f,1
87044,General practicioner,region_21,brand_2,2020-07,f2f,1
87048,Pediatrician,region_21,brand_2,2020-07,f2f,1
87049,Internal medicine,region_21,brand_2,2020-07,f2f,2
21451,Internal medicine,region_22,brand_2,2020-07,f2f,1
29708,Internal medicine / pneumology,region_22,brand_2,2020-07,f2f,1
31032,General practicioner,region_22,brand_2,2020-07,f2f,1
31835,General practicioner,region_22,brand_2,2020-07,f2f,1
33708,General practicioner,region_22,brand_2,2020-07,f2f,1
35628,General practicioner,region_22,brand_2,2020-07,f2f,1
36336,Internal medicine / pneumology,region_22,brand_2,2020-07,f2f,1
37926,General practicioner,region_22,brand_2,2020-07,f2f,1
42236,Internal medicine,region_22,brand_2,2020-07,f2f,1
45999,General practicioner,region_22,brand_2,2020-07,f2f,1
60822,General practicioner,region_22,brand_2,2020-07,f2f,1
61992,Internal medicine,region_22,brand_2,2020-07,f2f,1
63666,General practicioner,region_22,brand_2,2020-07,f2f,1
65505,General practicioner,region_22,brand_2,2020-07,f2f,1
78382,General practicioner,region_22,brand_2,2020-07,f2f,1
80199,Internal medicine,region_22,brand_2,2020-07,phone,1
86498,General practicioner,region_22,brand_2,2020-07,f2f,1
23994,Internal medicine / pneumology,region_23,brand_2,2020-07,f2f,1
58943,Internal medicine / pneumology,region_23,brand_2,2020-07,f2f,1
13659,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
18919,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
19714,General practicioner,region_24,brand_2,2020-07,f2f,1
21560,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
21560,Internal medicine / pneumology,region_24,brand_2,2020-07,phone,1
21914,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
27094,General practicioner,region_24,brand_2,2020-07,phone,1
28193,General practicioner,region_24,brand_2,2020-07,f2f,1
30868,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
30868,Internal medicine / pneumology,region_24,brand_2,2020-07,phone,1
34755,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
36584,Internal medicine,region_24,brand_2,2020-07,phone,1
39992,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
42970,General practicioner,region_24,brand_2,2020-07,f2f,1
45157,General practicioner,region_24,brand_2,2020-07,f2f,1
45503,Internal medicine,region_24,brand_2,2020-07,f2f,1
46969,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
47245,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
48486,General practicioner,region_24,brand_2,2020-07,f2f,1
50254,General practicioner,region_24,brand_2,2020-07,f2f,1
51168,General practicioner,region_24,brand_2,2020-07,f2f,1
54401,General practicioner,region_24,brand_2,2020-07,f2f,1
54679,General practicioner,region_24,brand_2,2020-07,f2f,1
57157,General practicioner,region_24,brand_2,2020-07,f2f,1
57599,General practicioner,region_24,brand_2,2020-07,phone,1
58229,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
59024,General practicioner,region_24,brand_2,2020-07,f2f,1
59961,Internal medicine,region_24,brand_2,2020-07,f2f,1
60179,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
67594,General practicioner,region_24,brand_2,2020-07,f2f,1
69741,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
69741,Internal medicine / pneumology,region_24,brand_2,2020-07,phone,1
70316,General practicioner,region_24,brand_2,2020-07,f2f,1
70655,General practicioner,region_24,brand_2,2020-07,f2f,1
72466,Internal medicine,region_24,brand_2,2020-07,phone,1
73935,General practicioner,region_24,brand_2,2020-07,f2f,1
78317,General practicioner,region_24,brand_2,2020-07,phone,1
80153,Internal medicine,region_24,brand_2,2020-07,f2f,1
81873,Internal medicine / pneumology,region_24,brand_2,2020-07,f2f,1
83309,General practicioner,region_24,brand_2,2020-07,f2f,1
